date,player_a,sims_a,player_b,sims_b,wins_a,wins_b,n,comment,contract,knobs,units,early_stop
2026-09-18,v29-b09,400,v28-b02,400,213,187,400,"Segment 2: v29-b09 @400 c_puct 1,5 gegen Champion v28-b02_brierbest @400, Champion-Spec beidseits, paired_gating Blockgroesse 5, Deckel 200 Paare, alpha = beta = 0,001 (SPRT ohne Frueh-Stopp-Wirkung), 10 Threads, Seed 20261241; SPRT UNDECIDED_CAP_REACHED, McNemar p 0.22762615711004705; 4855.0 s",cfd94509f0aab102,spec:frozen_champions/v28-b02/spec.json,"10:6,7,4,5,6,8,6,5,3,5,8,4,5,4,6,7,4,5,5,4,7,5,4,7,8,1,6,4,5,4,7,4,5,5,7,5,5,4,5,8",0
2026-09-18,v29-b09,400,Heuristik_hv4_anchor,150,128,22,150,"Segment 2: v29-b09 @400 c_puct 1,5 (Champion-Spec) gegen Heuristik_hv4_anchor, frozen_referee_match 6 Worker, Seed-Basis 20261700, 150 Partien OHNE Frueh-Stopp; Golden-Selbsttest mismatches [], Cross-Aera (Artefakt 39648b95bbba1acf gegen Live cfd94509f0aab102); 1280.638674100017 s",cfd94509f0aab102,spec:frozen_champions/v28-b02/spec.json,,0
2026-09-18,v29-b09,400,v27-b01,400,90,60,150,"Segment 2: v29-b09 @400 c_puct 1,5 (Champion-Spec) gegen v27-b01, frozen_referee_match 6 Worker, Seed-Basis 20261251, 150 Partien OHNE Frueh-Stopp; Golden-Selbsttest mismatches [], Cross-Aera (Artefakt 20b442a8164f748d gegen Live cfd94509f0aab102); 2339.5602159999835 s",cfd94509f0aab102,spec:frozen_champions/v28-b02/spec.json,,0
2026-09-18,v29-b11,400,v29-b09,400,212,138,350,"Segment 2: v29-b11 (b09 mit 414er-Policy-Kopf, neue Suchknoten Mond/Rueckgabe/Slot/Rotation) gegen v29-b09 @400, v30_generation.spec beidseits, paired_gating Blockgroesse 5, SPRT H1 nach 175 Paaren (PREREG_minimal_strength_core.md 10.17); konfundiert mit +35 Prozent Rechenzeit je Partie",6ef829e564c58bd5,spec:v30_generation.spec.json,"10:2,6,2,6,6,6,5,5,7,5,6,8,4,7,7,6,6,4,7,6,7,4,8,8,5,5,7,5,7,8,6,8,8,7,8",1
2026-09-19,v30-b02,400,v29-b09,400,236,164,400,"Tor 1 Seed 20261300, SPRT UNDECIDED_CAP_REACHED",6ef829e564c58bd5,,"10:4,4,7,8,7,5,4,7,7,6,4,7,7,7,8,4,7,6,3,8,5,7,5,6,5,7,4,6,5,7,7,2,5,3,5,8,8,8,7,6",0
2026-09-19,v30-b02,400,v29-b09,400,207,133,340,"Tor 1 Seed 20261301, SPRT fuer v30-b02 nach 170 Paaren (ueber der 150-Paare-Grenze, also Tor-Ergebnis)",6ef829e564c58bd5,,"10:6,7,7,4,5,8,5,6,5,7,9,5,3,4,7,8,7,6,7,8,6,6,3,5,7,5,6,7,6,7,3,7,6,9",1
2026-09-19,v30-b02,400,Heuristik_hv4_anchor,150,45,5,50,"Anker-Kante, frozen_referee_match 6 Worker, Seed-Basis 20261800, n=50 ohne Fruehstopp (Promotionsliste Punkt 3, auf 50 gesenkt 2026-09-19); Cross-Aera 39648b95bbba1acf gegen 6ef829e564c58bd5",6ef829e564c58bd5,,,0
2026-09-19,v30-b02,400,v28-b02,400,96,54,150,"Champion-2-Kante gegen Artefakt v28-b02, Seed-Basis 20261900, 150 Partien ohne Fruehstopp; Wiederholung nach vier Worker-Abstuerzen im ersten Lauf (Nebenlast durch cargo)",6ef829e564c58bd5,,,0
2026-09-19,v30-b01,400,v29-b09,400,203,197,400,"Tor 1 des KALTSTART-Arms, Seed 20261300, SPRT UNDECIDED_CAP_REACHED (llr -4,023). Nachgetragen 2026-09-19 beim Generationswechsel: der Arm hat keinen Leiterknoten getragen, obwohl die Tor-1-Kanten der v29-Arme im Register stehen",6ef829e564c58bd5,spec:frozen_champions/v29-b09/spec.json,"10:5,7,3,4,7,4,6,4,3,3,4,8,4,6,5,4,4,5,1,7,9,7,3,5,4,7,6,6,7,7,4,4,3,7,4,7,5,5,4,5",0
2026-09-19,v30-b01,400,v29-b09,400,201,199,400,"Tor 1 des KALTSTART-Arms, Seed 20261301, SPRT UNDECIDED_CAP_REACHED (llr -4,830); GEBREMST, lief neben dem b02-Training auf der GPU. Nachgetragen 2026-09-19 beim Generationswechsel",6ef829e564c58bd5,spec:frozen_champions/v29-b09/spec.json,"10:7,7,4,5,5,5,6,3,6,5,4,3,4,3,3,4,6,4,6,6,5,4,6,3,4,9,6,5,8,9,4,5,4,6,4,5,3,5,5,5",0
